nome_estacao;cod_estacao;bacia;sub_bacia;operadora;responsavel;municipio_uf;municipio;uf;latitude;longitude;altitude;cod_rio;nome_rio;origem;status_estacao
FURG/CCMAR;87991100;8;87;00231 - FURG - Universidade Federal do Rio Grande;00231 - FURG - Universidade Federal do Rio Grande;RIO GRANDE-RS;RIO GRANDE;RS;-32.02720;-52.10170;0.00;87001000;LAGOA DOS PATOS;RHN;Ativo
TAIM MANGUEIRA;88060200;8;88;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;RIO GRANDE-RS;RIO GRANDE;RS;-32.54080;-52.53940;0.00;88100100;CANAL DO TAIM;RHN;Ativo
TAIM MIRIM;88060210;8;88;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;RIO GRANDE-RS;RIO GRANDE;RS;-32.53970;-52.53920;0.00;88100100;CANAL DO TAIM;RHN;Ativo
PASSO DAS PEDRAS;88260000;8;88;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;JAGUARÃO-RS;JAGUARÃO;RS;-32.51940;-53.45580;2.00;88402000;RIO JAGUARÃO;RHN;Ativo
CERRITO / PEDRO OSÓRIO;88365010;8;88;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;CERRITO-RS;CERRITO;RS;-31.86000;-52.81670;0.00;88200000;RIO PIRATINI;RHN;Ativo
PIRATINI-HERVAL;88579700;8;88;01463 - DCRS - Defesa Civil do Rio Grande do Sul;01463 - DCRS - Defesa Civil do Rio Grande do Sul;PIRATINI-RS;PIRATINI;RS;-31.87530;-53.02750;0.00;88205000;ARROIO BASÍLIO;RHN;Ativo
PONTE RIO PIRATINI;88640950;8;88;01458 - UFPEL - Universidade Federal de Pelotas;01458 - UFPEL - Universidade Federal de Pelotas;CERRITO-RS;CERRITO;RS;-31.86030;-52.81670;0.00;88200000;RIO PIRATINI;RHN;Ativo
ECLUSA SÃO GONÇALO;88690050;8;88;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;CAPÃO DO LEÃO-RS;CAPÃO DO LEÃO;RS;-31.81110;-52.38920;0.00;88100000;CANAL DE SÃO GONÇALO;RHN;Ativo
PORTO DE PELOTAS;88810100;8;88;00765 - PELOTAS - Prefeitura Municipal de Pelotas - RS;00765 - PELOTAS - Prefeitura Municipal de Pelotas - RS;PELOTAS-RS;PELOTAS;RS;-31.78220;-52.33330;0.00;88100000;CANAL DE SÃO GONÇALO;RHN;Ativo
Estação Lagoa dos Patos 1;90000001;8;;;;;;RS;-30.35616464996018;-51.077591247839045;0.00;;;VENTO;Ativo
