nome_estacao;cod_estacao;bacia;sub_bacia;operadora;responsavel;municipio_uf;municipio;uf;latitude;longitude;altitude;cod_rio;nome_rio;origem;status_estacao
UHE PASSO SÃO JOÃO JAMES;75331000;7;75;00079 - AXIA SUL - Axia Energia Sul S.A.;00079 - AXIA SUL - Axia Energia Sul S.A.;ROLADOR-RS;ROLADOR;RS;-28.20690;-54.86970;0.00;75103500;ARROIO ROLADOR;Setor Elétrico;Ativo
UHE PASSO SÃO JOÃO BARRAMENTO;75342000;7;75;00079 - AXIA SUL - Axia Energia Sul S.A.;00079 - AXIA SUL - Axia Energia Sul S.A.;ROQUE GONZALES-RS;ROQUE GONZALES;RS;-28.13250;-55.05170;0.00;75101000;RIO IJUÍ;Setor Elétrico;Ativo
UHE PASSO SÃO JOÃO SÍTIO VALDIR COIMBRA;75343000;7;75;00079 - AXIA SUL - Axia Energia Sul S.A.;00079 - AXIA SUL - Axia Energia Sul S.A.;QUINZE DE NOVEMBRO-RS;QUINZE DE NOVEMBRO;RS;-28.15890;-55.06250;0.00;75104000;LAJEADO DAS PEDRAS;Setor Elétrico;Ativo
UHE PASSO SÃO JOÃO JUSANTE;75344000;7;75;00079 - AXIA SUL - Axia Energia Sul S.A.;00079 - AXIA SUL - Axia Energia Sul S.A.;ROQUE GONZALES-RS;ROQUE GONZALES;RS;-28.12390;-55.05330;0.00;75101000;RIO IJUÍ;Setor Elétrico;Ativo
PASSO DO SARMENTO;75500001;7;75;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SANTO ANTÔNIO DAS MISSÕES-RS;SANTO ANTÔNIO DAS MISSÕES;RS;-28.21190;-55.31970;0.00;75201000;RIO PIRATINI;RHN;Ativo
GARRUCHOS;75550000;7;75;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;GARRUCHOS-RS;GARRUCHOS;RS;-28.18220;-55.64330;54.00;70001000;RIO URUGUAI;RHN;Ativo
PROP. RURAL ITACURUBI (CPRM);75650010;7;75;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;ITACURUBI-RS;ITACURUBI;RS;-28.74250;-55.16250;0.00;75301000;RIO ICAMAQUÃ;RHN;Ativo
PASSO SÃO BORJA;75780000;7;75;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;SÃO BORJA-RS;SÃO BORJA;RS;-28.62440;-56.03690;47.30;70001000;RIO URUGUAI;RHN;Ativo
PASSO SÃO BORJA;75780000;7;75;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;SÃO BORJA-RS;SÃO BORJA;RS;-28.62440;-56.03690;47.30;70001000;RIO URUGUAI;CotaOnline;Ativo
PASSO BUTUÍ BR 472 S. BORJA;75831000;7;75;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SÃO BORJA-RS;SÃO BORJA;RS;-28.85310;-56.08610;0.00;75302000;RIO BUTUÍ;RHN;Ativo
PCH RINCÃO BARRAMENTO;75881800;7;75;01031 - RINCÃO - Rincão Energia S.A.;01031 - RINCÃO - Rincão Energia S.A.;ENTRE-IJUIS-RS;ENTRE-IJUIS;RS;-28.42080;-54.29780;216.00;75103000;RIO IJUIZINHO;Setor Elétrico;Ativo
PCH RINCÃO JUSANTE;75881900;7;75;01031 - RINCÃO - Rincão Energia S.A.;01031 - RINCÃO - Rincão Energia S.A.;ENTRE-IJUIS-RS;ENTRE-IJUIS;RS;-28.42280;-54.30060;216.00;75103000;RIO IJUIZINHO;Setor Elétrico;Ativo
ITAQUI;75900000;7;75;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;ITAQUI-RS;ITAQUI;RS;-29.11750;-56.55440;42.60;70001000;RIO URUGUAI;RHN;Ativo
ITAQUI;75900000;7;75;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;ITAQUI-RS;ITAQUI;RS;-29.11750;-56.55440;42.60;70001000;RIO URUGUAI;CotaOnline;Ativo
PCH QUEBRA DENTES MONTANTE 1;76069500;7;76;00506 - QUEVEDOS - Quevedos Energética S/A;00506 - QUEVEDOS - Quevedos Energética S/A;QUEVEDOS-RS;QUEVEDOS;RS;-29.26610;-53.94830;333.00;76112000;RIO TOROPI;Setor Elétrico;Ativo
PCH QUEBRA DENTES BARRAMENTO;76069900;7;76;00506 - QUEVEDOS - Quevedos Energética S/A;00506 - QUEVEDOS - Quevedos Energética S/A;QUEVEDOS-RS;QUEVEDOS;RS;-29.36420;-54.01170;314.00;76112000;RIO TOROPI;Setor Elétrico;Ativo
PCH QUEBRA DENTES JUSANTE;76070500;7;76;00506 - QUEVEDOS - Quevedos Energética S/A;00506 - QUEVEDOS - Quevedos Energética S/A;QUEVEDOS-RS;QUEVEDOS;RS;-29.38970;-54.01890;220.00;76112000;RIO TOROPI;Setor Elétrico;Ativo
PCH CACHOEIRA CINCO VEADOS BARRAMENTO;76084000;7;76;00436 - RINCÃO ALBINOS - Rincão dos Albinos Energética S/A;00436 - RINCÃO ALBINOS - Rincão dos Albinos Energética S/A;QUEVEDOS-RS;QUEVEDOS;RS;-29.41920;-54.05000;195.00;76112000;RIO TOROPI;Setor Elétrico;Ativo
PCH CACHOEIRA CINCO VEADOS JUSANTE;76084040;7;76;00436 - RINCÃO ALBINOS - Rincão dos Albinos Energética S/A;00436 - RINCÃO ALBINOS - Rincão dos Albinos Energética S/A;QUEVEDOS-RS;QUEVEDOS;RS;-29.42080;-54.05280;178.00;76112000;RIO TOROPI;Setor Elétrico;Ativo
PCH RINCÃO SÃO MIGUEL BARRAMENTO;76086000;7;76;00501 - RINCÃOSÃOMIGUEL - Rincão São Miguel Energética S/A;00501 - RINCÃOSÃOMIGUEL - Rincão São Miguel Energética S/A;QUEVEDOS-RS;QUEVEDOS;RS;-29.44920;-54.09220;153.00;76112000;RIO TOROPI;Setor Elétrico;Ativo
PCH RINCÃO SÃO MIGUEL JUSANTE;76086500;7;76;00501 - RINCÃOSÃOMIGUEL - Rincão São Miguel Energética S/A;00501 - RINCÃOSÃOMIGUEL - Rincão São Miguel Energética S/A;QUEVEDOS-RS;QUEVEDOS;RS;-29.45580;-54.09330;149.00;76112000;RIO TOROPI;Setor Elétrico;Ativo
TOROPI/SÃO PEDRO DO SUL;76090000;7;76;01463 - DCRS - Defesa Civil do Rio Grande do Sul;01463 - DCRS - Defesa Civil do Rio Grande do Sul;TOROPI-RS;TOROPI;RS;-29.49140;-54.22580;116.00;76112000;RIO TOROPI;RHN;Ativo
PCH SALTO DO GUASSUPI ARROIO SOCAVÃO;76112000;7;76;00507 - GUASSUPI - Salto do Guassupi Energética S/A;00507 - GUASSUPI - Salto do Guassupi Energética S/A;QUEVEDOS-RS;QUEVEDOS;RS;-29.45780;-54.12780;140.00;76112050;ARROIO SOCAVÃO;Setor Elétrico;Ativo
PCH SALTO DO GUASSUPI MONTANTE;76115400;7;76;00507 - GUASSUPI - Salto do Guassupi Energética S/A;00507 - GUASSUPI - Salto do Guassupi Energética S/A;QUEVEDOS-RS;QUEVEDOS;RS;-29.40170;-53.94080;302.00;76115000;ARROIO GUASSUPI;Setor Elétrico;Ativo
PCH SALTO DO GUASSUPI BARRAMENTO;76115600;7;76;00507 - GUASSUPI - Salto do Guassupi Energética S/A;00507 - GUASSUPI - Salto do Guassupi Energética S/A;QUEVEDOS-RS;QUEVEDOS;RS;-29.40920;-53.99750;292.00;76115000;ARROIO GUASSUPI;Setor Elétrico;Ativo
PCH SALTO DO GUASSUPI RIO TOROPI MIRIM;76115800;7;76;00507 - GUASSUPI - Salto do Guassupi Energética S/A;00507 - GUASSUPI - Salto do Guassupi Energética S/A;QUEVEDOS-RS;QUEVEDOS;RS;-29.46110;-54.19420;565.00;76114000;RIO TOROPI-MIRIM;Setor Elétrico;Ativo
MATA;76118000;7;76;01463 - DCRS - Defesa Civil do Rio Grande do Sul;01463 - DCRS - Defesa Civil do Rio Grande do Sul;MATA-RS;MATA;RS;-29.56420;-54.45250;106.00;76116500;ARROIO SERTÃO DA MATA;RHN;Ativo
PASSO DA FERRARIA;76220900;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;DOM PEDRITO-RS;DOM PEDRITO;RS;-31.14170;-54.38060;0.00;76121000;RIO SANTA MARIA;RHN;Ativo
PONTE PONCHE VERDE;76248000;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;DOM PEDRITO-RS;DOM PEDRITO;RS;-31.14750;-54.75940;0.00;76121150;ARROIO PONCHE VERDE;RHN;Ativo
DOM PEDRITO;76250501;7;76;01463 - DCRS - Defesa Civil do Rio Grande do Sul;01463 - DCRS - Defesa Civil do Rio Grande do Sul;DOM PEDRITO-RS;DOM PEDRITO;RS;-30.97470;-54.68860;131.00;76121000;RIO SANTA MARIA;RHN;Ativo
DOM PEDRITO;76251000;7;76;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;DOM PEDRITO-RS;DOM PEDRITO;RS;-30.97030;-54.69330;130.00;76121000;RIO SANTA MARIA;RHN;Ativo
PASSO DOS FARRAPOS;76290000;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;ROSÁRIO DO SUL-RS;ROSÁRIO DO SUL;RS;-30.51830;-55.04310;0.00;76122000;RIO IBICUÍ DA ARMADA;RHN;Ativo
PONTE IBICUI DA ARMADA;76300000;7;76;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;ROSÁRIO DO SUL-RS;ROSÁRIO DO SUL;RS;-30.28080;-54.90310;80.00;76122000;RIO IBICUÍ DA ARMADA;RHN;Ativo
ROSÁRIO DO SUL;76310000;7;76;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;ROSÁRIO DO SUL-RS;ROSÁRIO DO SUL;RS;-30.24280;-54.91690;82.60;76121000;RIO SANTA MARIA;RHN;Ativo
ROSÁRIO DO SUL;76310000;7;76;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;ROSÁRIO DO SUL-RS;ROSÁRIO DO SUL;RS;-30.24280;-54.91690;82.60;76121000;RIO SANTA MARIA;CotaOnline;Ativo
PCH FURNAS DO SEGREDO BARRAMENTO;76430900;7;76;00136 - JAGUARI - Jaguari Energética S.A;00136 - JAGUARI - Jaguari Energética S.A;JAGUARI-RS;JAGUARI;RS;-29.36560;-54.50440;152.00;76131000;RIO JAGUARI;Setor Elétrico;Ativo
PCH FURNAS DO SEGREDO JUSANTE;76431000;7;76;00136 - JAGUARI - Jaguari Energética S.A;00136 - JAGUARI - Jaguari Energética S.A;JAGUARI-RS;JAGUARI;RS;-29.38030;-54.51030;141.00;76131000;RIO JAGUARI;Setor Elétrico;Ativo
PONTE RIO JAGUARI;76431995;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;JAGUARI-RS;JAGUARI;RS;-29.49970;-54.68890;0.00;76131000;RIO JAGUARI;RHN;Ativo
JAGUARI;76440010;7;76;01463 - DCRS - Defesa Civil do Rio Grande do Sul;01463 - DCRS - Defesa Civil do Rio Grande do Sul;JAGUARI-RS;JAGUARI;RS;-29.49920;-54.68860;0.00;76131000;RIO JAGUARI;RHN;Ativo
MANOEL VIANA;76560000;7;76;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;MANOEL VIANA-RS;MANOEL VIANA;RS;-29.59580;-55.48140;61.70;76100000;RIO IBICUÍ;RHN;Ativo
MANOEL VIANA;76560000;7;76;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;MANOEL VIANA-RS;MANOEL VIANA;RS;-29.59580;-55.48140;61.70;76100000;RIO IBICUÍ;CotaOnline;Ativo
MANOEL VIANA;76560003;7;76;01463 - DCRS - Defesa Civil do Rio Grande do Sul;01463 - DCRS - Defesa Civil do Rio Grande do Sul;MANOEL VIANA-RS;MANOEL VIANA;RS;-29.59610;-55.48170;0.00;76100000;RIO IBICUÍ;RHN;Ativo
PASSO DOS BRITOS;76700000;7;76;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;ALEGRETE-RS;ALEGRETE;RS;-29.97310;-55.74780;100.00;76151000;RIO IBIRAPUITÃ;RHN;Ativo
PASSO DO OSÓRIO;76742000;7;76;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;ALEGRETE-RS;ALEGRETE;RS;-29.95110;-55.60030;100.00;76151400;ARROIO CAVERÁ;RHN;Ativo
ALEGRETE;76750000;7;76;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;ALEGRETE-RS;ALEGRETE;RS;-29.76830;-55.78750;66.20;76151000;RIO IBIRAPUITÃ;RHN;Ativo
ALEGRETE;76750000;7;76;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;ALEGRETE-RS;ALEGRETE;RS;-29.76830;-55.78750;66.20;76151000;RIO IBIRAPUITÃ;CotaOnline;Ativo
PASSO MARIANO PINTO;76800000;7;76;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;ITAQUI-RS;ITAQUI;RS;-29.30920;-56.05530;50.80;76100000;RIO IBICUÍ;RHN;Ativo
PASSO MARIANO PINTO;76800000;7;76;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;ITAQUI-RS;ITAQUI;RS;-29.30920;-56.05530;50.80;76100000;RIO IBICUÍ;CotaOnline;Ativo
URUGUAIANA;77150000;7;77;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;URUGUAIANA-RS;URUGUAIANA;RS;-29.74860;-57.08860;38.60;70001000;RIO URUGUAI;RHN;Ativo
URUGUAIANA;77150000;7;77;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;URUGUAIANA-RS;URUGUAIANA;RS;-29.74860;-57.08860;38.60;70001000;RIO URUGUAI;CotaOnline;Ativo
QUARAÍ;77500000;7;77;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;QUARAÍ-RS;QUARAÍ;RS;-30.38440;-56.46560;86.20;77101000;RIO QUARAÍ;CotaOnline;Ativo
QUARAÍ;77500000;7;77;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;QUARAÍ-RS;QUARAÍ;RS;-30.38440;-56.46560;86.20;77101000;RIO QUARAÍ;RHN;Ativo
ESTÂNCIA DO ESPANTOSO;79400000;7;79;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;BAGÉ-RS;BAGÉ;RS;-31.53390;-54.29440;100.00;79101000;RIO NEGRO;RHN;Ativo
RIO DO FORNO;84420000;8;84;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;TORRES-RS;TORRES;RS;-29.29330;-49.82310;0.00;84420100;RIO DO FORNO;RHN;Ativo
MORRINHOS DO SUL;84991100;8;84;01463 - DCRS - Defesa Civil do Rio Grande do Sul;01463 - DCRS - Defesa Civil do Rio Grande do Sul;MORRINHOS DO SUL-RS;MORRINHOS DO SUL;RS;-29.36670;-49.93750;25.00;84422800;RIO DOS NEGROS;RHN;Ativo
PCH ERNESTINA MONTANTE;85029000;8;85;00007 - CEEE - CEEE;00007 - CEEE - CEEE;MARAU-RS;MARAU;RS;-28.40560;-52.44080;0.00;85001000;RIO JACUÍ;Setor Elétrico;Ativo
PCH ERNESTINA ARROIO CONCEIÇÃO;85029500;8;85;00007 - CEEE - CEEE;00007 - CEEE - CEEE;PASSO FUNDO-RS;PASSO FUNDO;RS;-28.38610;-52.51030;0.00;85001050;ARROIO SEM NOME;Setor Elétrico;Ativo
PCH ERNESTINA ARROIO TRÊS PASSOS;85040000;8;85;00007 - CEEE - CEEE;00007 - CEEE - CEEE;NICOLAU VERGUEIRO-RS;NICOLAU VERGUEIRO;RS;-28.47330;-52.40470;0.00;85001100;ARROIO TRÊS PASSOS;Setor Elétrico;Ativo
PCH ERNESTINA BARRAMENTO;85050001;8;85;00007 - CEEE - CEEE;00007 - CEEE - CEEE;TIO HUGO-RS;TIO HUGO;RS;-28.55560;-52.54500;0.00;85001000;RIO JACUÍ;Setor Elétrico;Ativo
PCH ERNESTINA JUSANTE 1;85050070;8;85;00007 - CEEE - CEEE;00007 - CEEE - CEEE;TIO HUGO-RS;TIO HUGO;RS;-28.56420;-52.54780;444.00;85001000;RIO JACUÍ;Setor Elétrico;Ativo
PCH ERNESTINA JUSANTE 2;85050100;8;85;00007 - CEEE - CEEE;00007 - CEEE - CEEE;TIO HUGO-RS;TIO HUGO;RS;-28.56280;-52.55360;0.00;85001000;RIO JACUÍ;Setor Elétrico;Ativo
PCH TIO HUGO BARRAMENTO;85050200;8;85;00176 - COPREL - COPREL;00176 - COPREL - COPREL;TIO HUGO-RS;TIO HUGO;RS;-28.59030;-52.58220;455.00;85001000;RIO JACUÍ;Setor Elétrico;Ativo
PCH TIO HUGO JUSANTE;85050300;8;85;00176 - COPREL - COPREL;00176 - COPREL - COPREL;TIO HUGO-RS;TIO HUGO;RS;-28.59920;-52.59750;437.00;85001000;RIO JACUÍ;Setor Elétrico;Ativo
PCH SANTO ANTÔNIO DO JACUÍ MONTANTE;85050350;8;85;00176 - COPREL - COPREL;00176 - COPREL - COPREL;VICTOR GRAEFF-RS;VICTOR GRAEFF;RS;-28.63030;-52.68310;400.00;85001000;RIO JACUÍ;Setor Elétrico;Ativo
PCH SANTO ANTONIO DO JACUÍ BARRAMENTO;85051000;8;85;00176 - COPREL - COPREL;00176 - COPREL - COPREL;MORMAÇO-RS;MORMAÇO;RS;-28.65670;-52.70440;395.00;85001000;RIO JACUÍ;Setor Elétrico;Ativo
PCH COTOVELO DO JACUÍ BARRAMENTO;85074000;8;85;00176 - COPREL - COPREL;00176 - COPREL - COPREL;VICTOR GRAEFF-RS;VICTOR GRAEFF;RS;-28.67170;-52.72670;0.00;85001000;RIO JACUÍ;Setor Elétrico;Ativo
PCH COTOVELO DO JACUÍ JUSANTE;85076000;8;85;00176 - COPREL - COPREL;00176 - COPREL - COPREL;VICTOR GRAEFF-RS;VICTOR GRAEFF;RS;-28.67280;-52.73110;371.00;85001000;RIO JACUÍ;Setor Elétrico;Ativo
UHE PASSO REAL MONTANTE 2;85080001;8;85;01507 - PASSO REAL - Consórcio Passo Real Energia;01507 - PASSO REAL - Consórcio Passo Real Energia;ESPUMOSO-RS;ESPUMOSO;RS;-28.71970;-52.84920;380.00;85001000;RIO JACUÍ;Setor Elétrico;Ativo
CGH COLORADO JUSANTE;85110000;8;85;00221 - LIBRAGA - Libraga Brandão e Cia Ltda;00221 - LIBRAGA - Libraga Brandão e Cia Ltda;TAPERA-RS;TAPERA;RS;-28.64280;-52.92690;0.00;85101500;RIO COLORADO;Setor Elétrico;Ativo
CGH RP 1 BARRAMENTO;85130000;8;85;01287 - BSBIOS - Bsbios Exportação E Importação Ltda.;01287 - BSBIOS - Bsbios Exportação E Importação Ltda.;SOLEDADE-RS;SOLEDADE;RS;-28.84000;-52.70190;474.00;85101510;ARROIO BUTIÁ;Setor Elétrico;Ativo
CGH RP 1 JUSANTE;85130400;8;85;01287 - BSBIOS - Bsbios Exportação E Importação Ltda.;01287 - BSBIOS - Bsbios Exportação E Importação Ltda.;SOLEDADE-RS;SOLEDADE;RS;-28.84060;-52.70670;448.00;85101510;ARROIO BUTIÁ;Setor Elétrico;Ativo
UHE PASSO REAL MONTANTE 1;85140000;8;85;01507 - PASSO REAL - Consórcio Passo Real Energia;01507 - PASSO REAL - Consórcio Passo Real Energia;ALTO ALEGRE-RS;ALTO ALEGRE;RS;-28.74920;-52.97940;0.00;85001000;RIO JACUÍ;Setor Elétrico;Ativo
CGH MIRIM BARRAMENTO;85170100;8;85;01329 - CONQUISTA - Conquista Geração de Energia Elétrica Ltda.;01329 - CONQUISTA - Conquista Geração de Energia Elétrica Ltda.;CARAZINHO-RS;CARAZINHO;RS;-28.26220;-53.12170;466.00;85102000;RIO JACUÍ-MIRIM;Setor Elétrico;Ativo
CGH MIRIM JUSANTE;85170150;8;85;01329 - CONQUISTA - Conquista Geração de Energia Elétrica Ltda.;01329 - CONQUISTA - Conquista Geração de Energia Elétrica Ltda.;CARAZINHO-RS;CARAZINHO;RS;-28.26330;-53.12080;468.00;85102000;RIO JACUÍ-MIRIM;Setor Elétrico;Ativo
UHE PASSO REAL RIO JACUÍ-MIRIM 2;85180000;8;85;00007 - CEEE - CEEE;00007 - CEEE - CEEE;IBIRUBA-RS;IBIRUBA;RS;-28.54610;-53.16500;0.00;85102000;RIO JACUÍ-MIRIM;Setor Elétrico;Ativo
UHE PASSO REAL RIO JACUÍ-MIRIM 1;85189400;8;85;00007 - CEEE - CEEE;00007 - CEEE - CEEE;IBIRUBA-RS;IBIRUBA;RS;-28.64610;-53.18000;0.00;85102000;RIO JACUÍ-MIRIM;Setor Elétrico;Ativo
UHE PASSO REAL RESERVATÓRIO 11;85219300;8;85;01507 - PASSO REAL - Consórcio Passo Real Energia;01507 - PASSO REAL - Consórcio Passo Real Energia;QUINZE DE NOVEMBRO-RS;QUINZE DE NOVEMBRO;RS;-28.79390;-53.14530;0.00;85102000;RIO JACUÍ-MIRIM;Setor Elétrico;Ativo
UHE PASSO REAL RESERVATÓRIO 10;85233700;8;85;01507 - PASSO REAL - Consórcio Passo Real Energia;01507 - PASSO REAL - Consórcio Passo Real Energia;ALTO ALEGRE-RS;ALTO ALEGRE;RS;-28.82310;-53.05810;0.00;85001000;RIO JACUÍ;Setor Elétrico;Ativo
UHE PASSO REAL RESERVATÓRIO 9;85233800;8;85;00007 - CEEE - CEEE;00007 - CEEE - CEEE;CAMPOS BORGES-RS;CAMPOS BORGES;RS;-28.84470;-53.07060;0.00;85001000;RIO JACUÍ;Setor Elétrico;Ativo
UHE PASSO REAL RESERVATÓRIO 8;85234250;8;85;00007 - CEEE - CEEE;00007 - CEEE - CEEE;CAMPOS BORGES-RS;CAMPOS BORGES;RS;-28.87030;-53.17610;0.00;85001000;RIO JACUÍ;Setor Elétrico;Ativo
UHE PASSO REAL RESERVATÓRIO 7;85234300;8;85;00007 - CEEE - CEEE;00007 - CEEE - CEEE;CAMPOS BORGES-RS;CAMPOS BORGES;RS;-28.88030;-53.12470;0.00;85001000;RIO JACUÍ;Setor Elétrico;Ativo
UHE PASSO REAL RESERVATÓRIO 6;85234750;8;85;00007 - CEEE - CEEE;00007 - CEEE - CEEE;FORTALEZA DOS VALOS-RS;FORTALEZA DOS VALOS;RS;-28.90890;-53.18280;0.00;85001000;RIO JACUÍ;Setor Elétrico;Ativo
UHE PASSO REAL RESERVATÓRIO 5;85235000;8;85;00007 - CEEE - CEEE;00007 - CEEE - CEEE;SALTO DO JACUÍ-RS;SALTO DO JACUÍ;RS;-28.91970;-53.13360;326.00;85001000;RIO JACUÍ;Setor Elétrico;Ativo
UHE PASSO REAL RESERVATÓRIO 4;85235250;8;85;01507 - PASSO REAL - Consórcio Passo Real Energia;01507 - PASSO REAL - Consórcio Passo Real Energia;FORTALEZA DOS VALOS-RS;FORTALEZA DOS VALOS;RS;-28.95360;-53.16890;0.00;85001000;RIO JACUÍ;Setor Elétrico;Ativo
UHE PASSO REAL RIO INGAÍ 2;85240000;8;85;00007 - CEEE - CEEE;00007 - CEEE - CEEE;BOA VISTA DO INCRA-RS;BOA VISTA DO INCRA;RS;-28.83610;-53.30060;0.00;85102500;RIO INGAÍ;Setor Elétrico;Ativo
UHE PASSO REAL RIO INGAÍ 1;85259650;8;85;00007 - CEEE - CEEE;00007 - CEEE - CEEE;FORTALEZA DOS VALOS-RS;FORTALEZA DOS VALOS;RS;-28.91500;-53.26140;0.00;85102500;RIO INGAÍ;Setor Elétrico;Ativo
UHE PASSO REAL RESERVATÓRIO 2;85259950;8;85;01507 - PASSO REAL - Consórcio Passo Real Energia;01507 - PASSO REAL - Consórcio Passo Real Energia;SALTO DO JACUÍ-RS;SALTO DO JACUÍ;RS;-28.99060;-53.21140;0.00;85001000;RIO JACUÍ;Setor Elétrico;Ativo
UHE PASSO REAL BARRAMENTO;85260001;8;85;01507 - PASSO REAL - Consórcio Passo Real Energia;01507 - PASSO REAL - Consórcio Passo Real Energia;SALTO DO JACUÍ-RS;SALTO DO JACUÍ;RS;-29.01640;-53.18860;326.00;85001000;RIO JACUÍ;Setor Elétrico;Ativo
UHE PASSO REAL JUSANTE;85260110;8;85;01507 - PASSO REAL - Consórcio Passo Real Energia;01507 - PASSO REAL - Consórcio Passo Real Energia;SALTO DO JACUÍ-RS;SALTO DO JACUÍ;RS;-29.01830;-53.19250;0.00;85001000;RIO JACUÍ;Setor Elétrico;Ativo
UHE PASSO REAL RESERVATÓRIO 3;85279600;8;85;01507 - PASSO REAL - Consórcio Passo Real Energia;01507 - PASSO REAL - Consórcio Passo Real Energia;JACUIZINHO-RS;JACUIZINHO;RS;-28.98890;-53.12330;0.00;85001000;RIO JACUÍ;Setor Elétrico;Ativo
UHE PASSO REAL RESERVATÓRIO 1;85279900;8;85;01507 - PASSO REAL - Consórcio Passo Real Energia;01507 - PASSO REAL - Consórcio Passo Real Energia;FORTALEZA DOS VALOS-RS;FORTALEZA DOS VALOS;RS;-29.03140;-53.15970;0.00;85001000;RIO JACUÍ;Setor Elétrico;Ativo
UHE JACUÍ ARROIO LAJEADO PELADO;85290000;8;85;00007 - CEEE - CEEE;00007 - CEEE - CEEE;SALTO DO JACUÍ-RS;SALTO DO JACUÍ;RS;-29.05080;-53.26530;0.00;85102650;ARROIO LAJEADO PELADO;Setor Elétrico;Ativo
UHE JACUÍ BARRAMENTO;85300000;8;85;00007 - CEEE - CEEE;00007 - CEEE - CEEE;SALTO DO JACUÍ-RS;SALTO DO JACUÍ;RS;-29.07330;-53.21000;279.00;85001000;RIO JACUÍ;Setor Elétrico;Ativo
UHE JACUÍ ALÇA;85300650;8;85;00007 - CEEE - CEEE;00007 - CEEE - CEEE;SALTO DO JACUÍ-RS;SALTO DO JACUÍ;RS;-29.06060;-53.24360;0.00;85001000;RIO JACUÍ;Setor Elétrico;Ativo
UHE JACUÍ JUSANTE;85300700;8;85;00007 - CEEE - CEEE;00007 - CEEE - CEEE;SALTO DO JACUÍ-RS;SALTO DO JACUÍ;RS;-29.07940;-53.22610;0.00;85001000;RIO JACUÍ;Setor Elétrico;Ativo
PCH ERNESTO JORGE DREHER PONTE BR158;85306000;8;85;00422 - BME ENERGIA - BME Energia S.A.;00422 - BME ENERGIA - BME Energia S.A.;TUPANCIRETA-RS;TUPANCIRETA;RS;-28.93500;-53.64330;0.00;85103000;RIO IVAÍ;Setor Elétrico;Ativo
PCH ERNESTO JORGE DREHER PONTE RINCÃO DO IVAI;85309000;8;85;00422 - BME ENERGIA - BME Energia S.A.;00422 - BME ENERGIA - BME Energia S.A.;JÚLIO DE CASTILHOS-RS;JÚLIO DE CASTILHOS;RS;-29.03330;-53.50940;398.00;85103000;RIO IVAÍ;Setor Elétrico;Ativo
PCH ERNESTO JORGE DREHER MONTANTE 1;85310000;8;85;00422 - BME ENERGIA - BME Energia S.A.;00422 - BME ENERGIA - BME Energia S.A.;SALTO DO JACUÍ-RS;SALTO DO JACUÍ;RS;-29.11940;-53.40580;291.00;85103000;RIO IVAÍ;Setor Elétrico;Ativo
